id,old_ward_name,old_province,old_district,old_ward_norm,old_province_norm,new_ward_id,new_ward_code,new_ward_name,new_province,new_province_short,confidence,source,created_at
118,Phường Nhơn Thành,Tỉnh Bình Định,Thị xã An Nhơn,phuong_nhon_thanh,tinh_binh_dinh,2049,21925,Phường An Nhơn Bắc,Gia Lai,Gia Lai,,official,2026-03-31 18:03:24.755263+00
119,Xã Nhơn Phong,Tỉnh Bình Định,Thị xã An Nhơn,xa_nhon_phong,tinh_binh_dinh,2049,21925,Phường An Nhơn Bắc,Gia Lai,Gia Lai,,official,2026-03-31 18:03:24.755263+00
120,Xã Nhơn Hạnh,Tỉnh Bình Định,Thị xã An Nhơn,xa_nhon_hanh,tinh_binh_dinh,2049,21925,Phường An Nhơn Bắc,Gia Lai,Gia Lai,,official,2026-03-31 18:03:24.755263+00
121,Phường Nhơn Hoà,Tỉnh Bình Định,Thị xã An Nhơn,phuong_nhon_hoa,tinh_binh_dinh,2052,21943,Phường An Nhơn Nam,Gia Lai,Gia Lai,,official,2026-03-31 18:03:24.755263+00
122,Xã Nhơn Thọ,Tỉnh Bình Định,Thị xã An Nhơn,xa_nhon_tho,tinh_binh_dinh,2052,21943,Phường An Nhơn Nam,Gia Lai,Gia Lai,,official,2026-03-31 18:03:24.755263+00
123,Phường Nhơn Hưng,Tỉnh Bình Định,Thị xã An Nhơn,phuong_nhon_hung,tinh_binh_dinh,2050,21934,Phường An Nhơn Đông,Gia Lai,Gia Lai,,official,2026-03-31 18:03:24.755263+00
124,Xã Nhơn An,Tỉnh Bình Định,Thị xã An Nhơn,xa_nhon_an,tinh_binh_dinh,2050,21934,Phường An Nhơn Đông,Gia Lai,Gia Lai,,official,2026-03-31 18:03:24.755263+00
125,Phường An Hoà,Thành phố Hải Phòng,Quận An Dương,phuong_an_hoa,thanh_pho_hai_phong,1105,11593,Phường An Phong,Thành phố Hải Phòng,Hải Phòng,,official,2026-03-31 18:03:24.755263+00
126,Phường Hồng Phong,Thành phố Hải Phòng,Quận An Dương,phuong_hong_phong,thanh_pho_hai_phong,1105,11593,Phường An Phong,Thành phố Hải Phòng,Hải Phòng,,official,2026-03-31 18:03:24.755263+00
127,Phường Lê Thiện,Thành phố Hải Phòng,Quận An Dương,phuong_le_thien,thanh_pho_hai_phong,1105,11593,Phường An Phong,Thành phố Hải Phòng,Hải Phòng,,official,2026-03-31 18:03:24.755263+00
128,Phường Thắng Lợi,Tỉnh Gia Lai,Thành phố Pleiku,phuong_thang_loi,tinh_gia_lai,2249,23602,Phường An Phú,Gia Lai,Gia Lai,,official,2026-03-31 18:03:24.755263+00
129,Xã An Phú,Tỉnh Gia Lai,Thành phố Pleiku,xa_an_phu,tinh_gia_lai,2249,23602,Phường An Phú,Gia Lai,Gia Lai,,official,2026-03-31 18:03:24.755263+00
130,Xã Chư Á,Tỉnh Gia Lai,Thành phố Pleiku,xa_chu_a,tinh_gia_lai,2249,23602,Phường An Phú,Gia Lai,Gia Lai,,official,2026-03-31 18:03:24.755263+00
131,Phường An Phú,Tỉnh Bình Dương,Thành phố Thuận An,phuong_an_phu,tinh_binh_duong,2577,25975,Phường An Phú,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
132,Phường An Phú Đông,Thành phố Hồ Chí Minh,Quận 12,phuong_an_phu_dong,thanh_pho_ho_chi_minh,2669,26767,Phường An Phú Đông,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
133,Phường Thạnh Lộc,Thành phố Hồ Chí Minh,Quận 12,phuong_thanh_loc,thanh_pho_ho_chi_minh,2669,26767,Phường An Phú Đông,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
134,Xã An Sinh,Tỉnh Quảng Ninh,Thành phố Đông Triều,xa_an_sinh,tinh_quang_ninh,747,07090,Phường An Sinh,Quảng Ninh,Quảng Ninh,,official,2026-03-31 18:03:24.755263+00
135,Xã Việt Dân,Tỉnh Quảng Ninh,Thành phố Đông Triều,xa_viet_dan,tinh_quang_ninh,747,07090,Phường An Sinh,Quảng Ninh,Quảng Ninh,,official,2026-03-31 18:03:24.755263+00
136,Phường Bình Dương,Tỉnh Quảng Ninh,Thành phố Đông Triều,phuong_binh_duong,tinh_quang_ninh,747,07090,Phường An Sinh,Quảng Ninh,Quảng Ninh,,official,2026-03-31 18:03:24.755263+00
137,Phường Điện An,Tỉnh Quảng Nam,Thị xã Điện Bàn,phuong_dien_an,tinh_quang_nam,1894,20575,Phường An Thắng,Thành phố Đà Nẵng,Đà Nẵng,,official,2026-03-31 18:03:24.755263+00
138,Phường Điện Thắng Nam,Tỉnh Quảng Nam,Thị xã Điện Bàn,phuong_dien_thang_nam,tinh_quang_nam,1894,20575,Phường An Thắng,Thành phố Đà Nẵng,Đà Nẵng,,official,2026-03-31 18:03:24.755263+00
139,Phường Điện Thắng Trung,Tỉnh Quảng Nam,Thị xã Điện Bàn,phuong_dien_thang_trung,tinh_quang_nam,1894,20575,Phường An Thắng,Thành phố Đà Nẵng,Đà Nẵng,,official,2026-03-31 18:03:24.755263+00
140,Phường Hưng Thành,Tỉnh Tuyên Quang,Thành phố Tuyên Quang,phuong_hung_thanh,tinh_tuyen_quang,266,02512,Phường An Tường,Tuyên Quang,Tuyên Quang,,official,2026-03-31 18:03:24.755263+00
141,Xã Lưỡng Vượng,Tỉnh Tuyên Quang,Thành phố Tuyên Quang,xa_luong_vuong,tinh_tuyen_quang,266,02512,Phường An Tường,Tuyên Quang,Tuyên Quang,,official,2026-03-31 18:03:24.755263+00
142,Phường An Tường,Tỉnh Tuyên Quang,Thành phố Tuyên Quang,phuong_an_tuong,tinh_tuyen_quang,266,02512,Phường An Tường,Tuyên Quang,Tuyên Quang,,official,2026-03-31 18:03:24.755263+00
143,Xã An Khang,Tỉnh Tuyên Quang,Thành phố Tuyên Quang,xa_an_khang,tinh_tuyen_quang,266,02512,Phường An Tường,Tuyên Quang,Tuyên Quang,,official,2026-03-31 18:03:24.755263+00
144,Xã Hoàng Khai,Tỉnh Tuyên Quang,Huyện Yên Sơn,xa_hoang_khai,tinh_tuyen_quang,266,02512,Phường An Tường,Tuyên Quang,Tuyên Quang,,official,2026-03-31 18:03:24.755263+00
145,Phường An Tịnh,Tỉnh Tây Ninh,Thị xã Trảng Bàng,phuong_an_tinh,tinh_tay_ninh,2543,25732,Phường An Tịnh,Tây Ninh,Tây Ninh,,official,2026-03-31 18:03:24.755263+00
146,Phường Lộc Hưng,Tỉnh Tây Ninh,Thị xã Trảng Bàng,phuong_loc_hung,tinh_tay_ninh,2543,25732,Phường An Tịnh,Tây Ninh,Tây Ninh,,official,2026-03-31 18:03:24.755263+00
147,Phường 1,Tỉnh Cà Mau,Thành phố Cà Mau,phuong_1,tinh_ca_mau,3283,32002,Phường An Xuyên,Cà Mau,Cà Mau,,official,2026-03-31 18:03:24.755263+00
148,Phường 2,Tỉnh Cà Mau,Thành phố Cà Mau,phuong_2,tinh_ca_mau,3283,32002,Phường An Xuyên,Cà Mau,Cà Mau,,official,2026-03-31 18:03:24.755263+00
149,Phường 9,Tỉnh Cà Mau,Thành phố Cà Mau,phuong_9,tinh_ca_mau,3283,32002,Phường An Xuyên,Cà Mau,Cà Mau,,official,2026-03-31 18:03:24.755263+00
150,Phường Tân Xuyên,Tỉnh Cà Mau,Thành phố Cà Mau,phuong_tan_xuyen,tinh_ca_mau,3283,32002,Phường An Xuyên,Cà Mau,Cà Mau,,official,2026-03-31 18:03:24.755263+00
151,Xã An Xuyên,Tỉnh Cà Mau,Thành phố Cà Mau,xa_an_xuyen,tinh_ca_mau,3283,32002,Phường An Xuyên,Cà Mau,Cà Mau,,official,2026-03-31 18:03:24.755263+00
152,Phường 5,Thành phố Hồ Chí Minh,Quận 5,phuong_5,thanh_pho_ho_chi_minh,2725,27316,Phường An Đông,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
153,Phường 7,Thành phố Hồ Chí Minh,Quận 5,phuong_7,thanh_pho_ho_chi_minh,2725,27316,Phường An Đông,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
154,Phường 9,Thành phố Hồ Chí Minh,Quận 5,phuong_9,thanh_pho_ho_chi_minh,2725,27316,Phường An Đông,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
155,Phường Đoàn Kết,Tỉnh Gia Lai,Thị xã Ayun Pa,phuong_doan_ket,tinh_gia_lai,2312,24044,Phường Ayun Pa,Gia Lai,Gia Lai,,official,2026-03-31 18:03:24.755263+00
156,Phường Sông Bờ,Tỉnh Gia Lai,Thị xã Ayun Pa,phuong_song_bo,tinh_gia_lai,2312,24044,Phường Ayun Pa,Gia Lai,Gia Lai,,official,2026-03-31 18:03:24.755263+00
157,Phường Cheo Reo,Tỉnh Gia Lai,Thị xã Ayun Pa,phuong_cheo_reo,tinh_gia_lai,2312,24044,Phường Ayun Pa,Gia Lai,Gia Lai,,official,2026-03-31 18:03:24.755263+00
158,Phường Hòa Bình,Tỉnh Gia Lai,Thị xã Ayun Pa,phuong_hoa_binh,tinh_gia_lai,2312,24044,Phường Ayun Pa,Gia Lai,Gia Lai,,official,2026-03-31 18:03:24.755263+00
159,Phường B\\'lao,Tỉnh Lâm Đồng,Thành phố Bảo Lộc,phuong_b\\'lao,tinh_lam_dong,2423,24829,Phường B\\'Lao,Lâm Đồng,Lâm Đồng,,official,2026-03-31 18:03:24.755263+00
160,Phường Lộc Sơn,Tỉnh Lâm Đồng,Thành phố Bảo Lộc,phuong_loc_son,tinh_lam_dong,2423,24829,Phường B\\'Lao,Lâm Đồng,Lâm Đồng,,official,2026-03-31 18:03:24.755263+00
161,Xã Lộc Nga,Tỉnh Lâm Đồng,Thành phố Bảo Lộc,xa_loc_nga,tinh_lam_dong,2423,24829,Phường B\\'Lao,Lâm Đồng,Lâm Đồng,,official,2026-03-31 18:03:24.755263+00
162,Phường Ba Ngòi,Tỉnh Khánh Hòa,Thành phố Cam Ranh,phuong_ba_ngoi,tinh_khanh_hoa,2100,22423,Phường Ba Ngòi,Khánh Hòa,Khánh Hòa,,official,2026-03-31 18:03:24.755263+00
163,Xã Cam Phước Đông,Tỉnh Khánh Hòa,Thành phố Cam Ranh,xa_cam_phuoc_dong,tinh_khanh_hoa,2100,22423,Phường Ba Ngòi,Khánh Hòa,Khánh Hòa,,official,2026-03-31 18:03:24.755263+00
164,Phường Quán Thánh,Thành phố Hà Nội,Quận Ba Đình,phuong_quan_thanh,thanh_pho_ha_noi,1,00004,Phường Ba Đình,Thành phố Hà Nội,Hà Nội,,official,2026-03-31 18:03:24.755263+00
165,Phường Trúc Bạch,Thành phố Hà Nội,Quận Ba Đình,phuong_truc_bach,thanh_pho_ha_noi,1,00004,Phường Ba Đình,Thành phố Hà Nội,Hà Nội,,official,2026-03-31 18:03:24.755263+00
166,Phường Điện Biên,Thành phố Hà Nội,Quận Ba Đình,phuong_dien_bien,thanh_pho_ha_noi,1,00004,Phường Ba Đình,Thành phố Hà Nội,Hà Nội,,official,2026-03-31 18:03:24.755263+00
167,Phường Đội Cấn,Thành phố Hà Nội,Quận Ba Đình,phuong_doi_can,thanh_pho_ha_noi,1,00004,Phường Ba Đình,Thành phố Hà Nội,Hà Nội,,official,2026-03-31 18:03:24.755263+00
168,Xã Quảng Hải,Tỉnh Quảng Bình,Thị xã Ba Đồn,xa_quang_hai,tinh_quang_binh,1748,19009,Phường Ba Đồn,Quảng Trị,Quảng Trị,,official,2026-03-31 18:03:24.755263+00
169,Phường Quảng Phong,Tỉnh Quảng Bình,Thị xã Ba Đồn,phuong_quang_phong,tinh_quang_binh,1748,19009,Phường Ba Đồn,Quảng Trị,Quảng Trị,,official,2026-03-31 18:03:24.755263+00
170,Phường Quảng Long,Tỉnh Quảng Bình,Thị xã Ba Đồn,phuong_quang_long,tinh_quang_binh,1748,19009,Phường Ba Đồn,Quảng Trị,Quảng Trị,,official,2026-03-31 18:03:24.755263+00
171,Phường Ba Đồn,Tỉnh Quảng Bình,Thị xã Ba Đồn,phuong_ba_don,tinh_quang_binh,1748,19009,Phường Ba Đồn,Quảng Trị,Quảng Trị,,official,2026-03-31 18:03:24.755263+00
172,Phường Tân Hạnh,Tỉnh Đồng Nai,Thành phố Biên Hòa,phuong_tan_hanh,tinh_dong_nai,2585,26068,Phường Biên Hòa,Đồng Nai,Đồng Nai,,official,2026-03-31 18:03:24.755263+00
173,Phường Hóa An,Tỉnh Đồng Nai,Thành phố Biên Hòa,phuong_hoa_an,tinh_dong_nai,2585,26068,Phường Biên Hòa,Đồng Nai,Đồng Nai,,official,2026-03-31 18:03:24.755263+00
174,Phường Bửu Hòa,Tỉnh Đồng Nai,Thành phố Biên Hòa,phuong_buu_hoa,tinh_dong_nai,2585,26068,Phường Biên Hòa,Đồng Nai,Đồng Nai,,official,2026-03-31 18:03:24.755263+00
175,Phường Tân Vạn,Tỉnh Đồng Nai,Thành phố Biên Hòa,phuong_tan_van,tinh_dong_nai,2585,26068,Phường Biên Hòa,Đồng Nai,Đồng Nai,,official,2026-03-31 18:03:24.755263+00
176,Phường An Lạc,Tỉnh Đắk Lắk,Thị xã Buôn Hồ,phuong_an_lac,tinh_dak_lak,2346,24305,Phường Buôn Hồ,Đắk Lắk,Đắk Lắk,,official,2026-03-31 18:03:24.755263+00
177,Phường An Bình,Tỉnh Đắk Lắk,Thị xã Buôn Hồ,phuong_an_binh,tinh_dak_lak,2346,24305,Phường Buôn Hồ,Đắk Lắk,Đắk Lắk,,official,2026-03-31 18:03:24.755263+00
178,Phường Thiện An,Tỉnh Đắk Lắk,Thị xã Buôn Hồ,phuong_thien_an,tinh_dak_lak,2346,24305,Phường Buôn Hồ,Đắk Lắk,Đắk Lắk,,official,2026-03-31 18:03:24.755263+00
179,Phường Đạt Hiếu,Tỉnh Đắk Lắk,Thị xã Buôn Hồ,phuong_dat_hieu,tinh_dak_lak,2346,24305,Phường Buôn Hồ,Đắk Lắk,Đắk Lắk,,official,2026-03-31 18:03:24.755263+00
180,Phường Đoàn Kết,Tỉnh Đắk Lắk,Thị xã Buôn Hồ,phuong_doan_ket,tinh_dak_lak,2346,24305,Phường Buôn Hồ,Đắk Lắk,Đắk Lắk,,official,2026-03-31 18:03:24.755263+00
181,Phường Thống Nhất,Tỉnh Đắk Lắk,Thị xã Buôn Hồ,phuong_thong_nhat,tinh_dak_lak,2346,24305,Phường Buôn Hồ,Đắk Lắk,Đắk Lắk,,official,2026-03-31 18:03:24.755263+00
182,Phường Thành Công,Tỉnh Đắk Lắk,Thành phố Buôn Ma Thuột,phuong_thanh_cong,tinh_dak_lak,2322,24133,Phường Buôn Ma Thuột,Đắk Lắk,Đắk Lắk,,official,2026-03-31 18:03:24.755263+00
183,Phường Tân Lợi,Tỉnh Đắk Lắk,Thành phố Buôn Ma Thuột,phuong_tan_loi,tinh_dak_lak,2322,24133,Phường Buôn Ma Thuột,Đắk Lắk,Đắk Lắk,,official,2026-03-31 18:03:24.755263+00
184,Phường Tân Thành,Tỉnh Đắk Lắk,Thành phố Buôn Ma Thuột,phuong_tan_thanh,tinh_dak_lak,2322,24133,Phường Buôn Ma Thuột,Đắk Lắk,Đắk Lắk,,official,2026-03-31 18:03:24.755263+00
185,Phường Tân Tiến,Tỉnh Đắk Lắk,Thành phố Buôn Ma Thuột,phuong_tan_tien,tinh_dak_lak,2322,24133,Phường Buôn Ma Thuột,Đắk Lắk,Đắk Lắk,,official,2026-03-31 18:03:24.755263+00
186,Phường Tự An,Tỉnh Đắk Lắk,Thành phố Buôn Ma Thuột,phuong_tu_an,tinh_dak_lak,2322,24133,Phường Buôn Ma Thuột,Đắk Lắk,Đắk Lắk,,official,2026-03-31 18:03:24.755263+00
187,Xã Cư ÊBur,Tỉnh Đắk Lắk,Thành phố Buôn Ma Thuột,xa_cu_ebur,tinh_dak_lak,2322,24133,Phường Buôn Ma Thuột,Đắk Lắk,Đắk Lắk,,official,2026-03-31 18:03:24.755263+00
188,Phường Phước Trung,Tỉnh Bà Rịa - Vũng Tàu,Thành phố Bà Rịa,phuong_phuoc_trung,tinh_ba_ria_-_vung_tau,2640,26560,Phường Bà Rịa,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
189,Phường Phước Nguyên,Tỉnh Bà Rịa - Vũng Tàu,Thành phố Bà Rịa,phuong_phuoc_nguyen,tinh_ba_ria_-_vung_tau,2640,26560,Phường Bà Rịa,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
190,Phường Long Toàn,Tỉnh Bà Rịa - Vũng Tàu,Thành phố Bà Rịa,phuong_long_toan,tinh_ba_ria_-_vung_tau,2640,26560,Phường Bà Rịa,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
191,Phường Phước Hưng,Tỉnh Bà Rịa - Vũng Tàu,Thành phố Bà Rịa,phuong_phuoc_hung,tinh_ba_ria_-_vung_tau,2640,26560,Phường Bà Rịa,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
192,Phường 1,Thành phố Hồ Chí Minh,Quận 3,phuong_1,thanh_pho_ho_chi_minh,2713,27154,Phường Bàn Cờ,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
193,Phường 2,Thành phố Hồ Chí Minh,Quận 3,phuong_2,thanh_pho_ho_chi_minh,2713,27154,Phường Bàn Cờ,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
194,Phường 3,Thành phố Hồ Chí Minh,Quận 3,phuong_3,thanh_pho_ho_chi_minh,2713,27154,Phường Bàn Cờ,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
195,Phường 5,Thành phố Hồ Chí Minh,Quận 3,phuong_5,thanh_pho_ho_chi_minh,2713,27154,Phường Bàn Cờ,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
196,Phường 4,Thành phố Hồ Chí Minh,Quận 3,phuong_4,thanh_pho_ho_chi_minh,2713,27154,Phường Bàn Cờ,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
197,Phường Tân Thạnh,Tỉnh Quảng Nam,Thành phố Tam Kỳ,phuong_tan_thanh,tinh_quang_nam,1868,20335,Phường Bàn Thạch,Thành phố Đà Nẵng,Đà Nẵng,,official,2026-03-31 18:03:24.755263+00
198,Phường Hoà Thuận,Tỉnh Quảng Nam,Thành phố Tam Kỳ,phuong_hoa_thuan,tinh_quang_nam,1868,20335,Phường Bàn Thạch,Thành phố Đà Nẵng,Đà Nẵng,,official,2026-03-31 18:03:24.755263+00
199,Xã Tam Thăng,Tỉnh Quảng Nam,Thành phố Tam Kỳ,xa_tam_thang,tinh_quang_nam,1868,20335,Phường Bàn Thạch,Thành phố Đà Nẵng,Đà Nẵng,,official,2026-03-31 18:03:24.755263+00
200,Xã Bá Xuyên,Tỉnh Thái Nguyên,Thành phố Sông Công,xa_ba_xuyen,tinh_thai_nguyen,592,05533,Phường Bá Xuyên,Thái Nguyên,Thái Nguyên,,official,2026-03-31 18:03:24.755263+00
201,Phường Mỏ Chè,Tỉnh Thái Nguyên,Thành phố Sông Công,phuong_mo_che,tinh_thai_nguyen,592,05533,Phường Bá Xuyên,Thái Nguyên,Thái Nguyên,,official,2026-03-31 18:03:24.755263+00
202,Phường Châu Sơn,Tỉnh Thái Nguyên,Thành phố Sông Công,phuong_chau_son,tinh_thai_nguyen,592,05533,Phường Bá Xuyên,Thái Nguyên,Thái Nguyên,,official,2026-03-31 18:03:24.755263+00
203,Phường Bách Quang,Tỉnh Thái Nguyên,Thành phố Sông Công,phuong_bach_quang,tinh_thai_nguyen,591,05528,Phường Bách Quang,Thái Nguyên,Thái Nguyên,,official,2026-03-31 18:03:24.755263+00
204,Phường Lương Sơn,Tỉnh Thái Nguyên,Thành phố Sông Công,phuong_luong_son,tinh_thai_nguyen,591,05528,Phường Bách Quang,Thái Nguyên,Thái Nguyên,,official,2026-03-31 18:03:24.755263+00
205,Xã Tân Quang,Tỉnh Thái Nguyên,Thành phố Sông Công,xa_tan_quang,tinh_thai_nguyen,591,05528,Phường Bách Quang,Thái Nguyên,Thái Nguyên,,official,2026-03-31 18:03:24.755263+00
206,Phường Bãi Cháy,Tỉnh Quảng Ninh,Thành phố Hạ Long,phuong_bai_chay,tinh_quang_ninh,706,06673,Phường Bãi Cháy,Quảng Ninh,Quảng Ninh,,official,2026-03-31 18:03:24.755263+00
207,Phường Hùng Thắng,Tỉnh Quảng Ninh,Thành phố Hạ Long,phuong_hung_thang,tinh_quang_ninh,706,06673,Phường Bãi Cháy,Quảng Ninh,Quảng Ninh,,official,2026-03-31 18:03:24.755263+00
208,Xã Bình Mỹ,Tỉnh Bình Dương,Huyện Bắc Tân Uyên,xa_binh_my,tinh_binh_duong,2570,25915,Phường Bình Cơ,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
209,Phường Hội Nghĩa,Tỉnh Bình Dương,Thành phố Tân Uyên,phuong_hoi_nghia,tinh_binh_duong,2570,25915,Phường Bình Cơ,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
210,Phường Hoà Phú,Tỉnh Bình Dương,Thành phố Thủ Dầu Một,phuong_hoa_phu,tinh_binh_duong,2546,25760,Phường Bình Dương,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
211,Phường Phú Mỹ,Tỉnh Bình Dương,Thành phố Thủ Dầu Một,phuong_phu_my,tinh_binh_duong,2546,25760,Phường Bình Dương,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
212,Phường Phú Tân,Tỉnh Bình Dương,Thành phố Thủ Dầu Một,phuong_phu_tan,tinh_binh_duong,2546,25760,Phường Bình Dương,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
213,Phường Phú Chánh,Tỉnh Bình Dương,Thành phố Tân Uyên,phuong_phu_chanh,tinh_binh_duong,2546,25760,Phường Bình Dương,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
214,Phường Bình Hòa,Tỉnh Bình Dương,Thành phố Thuận An,phuong_binh_hoa,tinh_binh_duong,2579,25987,Phường Bình Hòa,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
215,Phường Vĩnh Phú,Tỉnh Bình Dương,Thành phố Thuận An,phuong_vinh_phu,tinh_binh_duong,2579,25987,Phường Bình Hòa,Thành phố Hồ Chí Minh,Hồ Chí Minh,,official,2026-03-31 18:03:24.755263+00
216,Phường Bình Khê,Tỉnh Quảng Ninh,Thành phố Đông Triều,phuong_binh_khe,tinh_quang_ninh,746,07081,Phường Bình Khê,Quảng Ninh,Quảng Ninh,,official,2026-03-31 18:03:24.755263+00
217,Phường Tràng An,Tỉnh Quảng Ninh,Thành phố Đông Triều,phuong_trang_an,tinh_quang_ninh,746,07081,Phường Bình Khê,Quảng Ninh,Quảng Ninh,,official,2026-03-31 18:03:24.755263+00
218,Xã Tràng Lương,Tỉnh Quảng Ninh,Thành phố Đông Triều,xa_trang_luong,tinh_quang_ninh,746,07081,Phường Bình Khê,Quảng Ninh,Quảng Ninh,,official,2026-03-31 18:03:24.755263+00
219,Phường 9,Tỉnh Phú Yên,Thành phố Tuy Hoà,phuong_9,tinh_phu_yen,2061,22045,Phường Bình Kiến,Đắk Lắk,Đắk Lắk,,official,2026-03-31 18:03:24.755263+00
220,Xã Hòa Kiến,Tỉnh Phú Yên,Thành phố Tuy Hoà,xa_hoa_kien,tinh_phu_yen,2061,22045,Phường Bình Kiến,Đắk Lắk,Đắk Lắk,,official,2026-03-31 18:03:24.755263+00
221,Xã Bình Kiến,Tỉnh Phú Yên,Thành phố Tuy Hoà,xa_binh_kien,tinh_phu_yen,2061,22045,Phường Bình Kiến,Đắk Lắk,Đắk Lắk,,official,2026-03-31 18:03:24.755263+00
222,Xã An Phú,Tỉnh Phú Yên,Thành phố Tuy Hoà,xa_an_phu,tinh_phu_yen,2061,22045,Phường Bình Kiến,Đắk Lắk,Đắk Lắk,,official,2026-03-31 18:03:24.755263+00
223,Phường An Lộc,Tỉnh Bình Phước,Thị xã Bình Long,phuong_an_loc,tinh_binh_phuoc,2489,25326,Phường Bình Long,Đồng Nai,Đồng Nai,,official,2026-03-31 18:03:24.755263+00
224,Phường Hưng Chiến,Tỉnh Bình Phước,Thị xã Bình Long,phuong_hung_chien,tinh_binh_phuoc,2489,25326,Phường Bình Long,Đồng Nai,Đồng Nai,,official,2026-03-31 18:03:24.755263+00
